Id,Store,Clothing,Price,Image Link
38,ally,Beige Knit Dress Off Shoulder,$49.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/dd3445-12wb_oatmeal_1.jpg?v=1775022912
39,ally,Beige Suede Jacket Long Sleeve,$65.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj3201c-148p_beige_1.jpg?v=1772417806
40,ally,Pink Zip Through Cardigan Soft Touch,$30.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj5294x-134pb_pink_1.jpg?v=1770783224
41,ally,Beige Stripe Stripe Quarter Zip Knit Fold Down Collar,$24.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0137c-148e_stripe_1.jpg?v=1774223911
42,ally,Beige Stripe Oversized Knit Cardigan Long Sleeve,$52.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn3061e-148e_stripe_1.jpg?v=1774591527
43,ally,Pink Stripe Oversized Knit Cardigan Long Sleeve,$52.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn3061d-148e_stripe_1.jpg?v=1774835747
44,ally,Grey Off Shoulder Knit Jumper Cable Design,$37.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0032-710e_grey_1.jpg?v=1775023094
45,ally,White Faux Fur Jacket With Lapel Collar,$74.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj3430-145p_cream_1.jpg?v=1772755283
46,ally,Blue Basic Knit Long Sleeve Boat Neck,$34.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn2205rn-142e_blue_1.jpg?v=1775023103
47,ally,Brown Bomber Jacket Suede,$58.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj5256a-715pb_brown_1.jpg?v=1773108460
48,ally,Brown Bomber Jacket Faux Leather,$83.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj3208-145p_brown_1.png?v=1775779069
