Id,Store,Clothing,Price,Image Link
26,ally,Grey Zip Through Cardigan Soft Touch,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj5294x-134pb_charcoal_1.jpg?v=1770783242
27,ally,Blue Stripe Striped Knit Jumper,$43.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0070a-142eb_stripe_1.jpg?v=1773109059
28,ally,Brown Bomber Jacket Faux Leather,$75.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj5256-715p_brown_1.jpg?v=1774490207
29,ally,Brown Knit Poncho Top Light Weight,$43.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0076-142eb_brown_1.png?v=1774403966
30,ally,Grey Off Shoulder Sweater,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0055-142e_grey_1.jpg?v=1774598644
31,ally,Black Knit Dress Midi,$56.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/dd3462-40w_black_1.jpg?v=1773899772
32,ally,Black Knit Poncho Top Light Weight,$43.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0076-142e_black_1.jpg?v=1774843062
33,ally,Black Knit Dress Long Sleeve Mini,$62.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/dd3439-12w_black_1.jpg?v=1773122173
34,ally,Blue Knit Dress Long Sleeve Cable Mini,$66.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/dd6742a-40wb_sky_blue_1.jpg?v=1774338972
35,ally,Red Stripe Striped Knit Jumper,$43.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0070-142e_stripe_1.png?v=1774598423
36,ally,Red Stripe Stripe Quarter Zip Knit Fold Down Collar,$25.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0137e-148eb_stripe_1.jpg?v=1774843005
37,ally,Yellow Cable Knit Top Long Sleeve Crew Neck,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0058-142eb_butter_1.jpg?v=1774490223
38,ally,Yellow Knit Dress Midi,$56.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/dd3462-40w_butter_1.jpg?v=1773993404
39,ally,Yellow Knit Dress Long Sleeve Cable Mini,$66.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/dd6742a-40wb_butter_1.jpg?v=1774338989
40,ally,Black Stripe Stripe Quarter Zip Knit Fold Down Collar,$25.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0137a-148e_stripe_1.jpg?v=1774223893
41,ally,White Cable Knit Top Long Sleeve Crew Neck,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0058-142e_cream_1.jpg?v=1772417340
42,ally,White Off Shoulder Knit Jumper Cable Design,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0032-710e_cream_1.jpg?v=1775714485
43,ally,White Cable Knit Sweater Top Teddy Bear Embroidery,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0039-710eb_cream_1.jpg?v=1774397031
44,ally,White Knit Poncho Top Light Weight,$43.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0076-142eb_white_1.png?v=1774410991
45,ally,Beige Bomber Jacket Suede,$75.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/oj5256a-715p_tan_1.jpg?v=1774403851
46,ally,Brown Cable Knit Top Long Sleeve Crew Neck,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0058-142e_chocolate_1.jpg?v=1773122464
47,ally,Pink Cable Knit Top Long Sleeve Crew Neck,$38.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn0058-142e_soft_pink_1.jpg?v=1773122487
48,ally,Pink Basic Knit Long Sleeve Boat Neck,$34.00,https://cdn.shopify.com/s/files/1/0609/0997/7793/files/kn2205rn-142e_soft_pink_1.jpg?v=1775714505
